date,time,source_mac,source_ip,source_port,dest_mac,dest_ip,dest_port,protocol,good,allowed
06/05/2018,07:18:80,9b:6c:9b:1f:9a:ad:89:49,142.48.249.165,62010,2b:85:ac:a5:08:73:60:6c,176.166.155.62,22460,TCP,0,0
10/26/2018,06:03:80,25:c5:b9:07:fc:7a:60:a5,230.125.38.219,20016,8e:25:0e:98:a3:37:6d:e5,32.32.137.94,53839,TCP,1,0
06/14/2018,02:46:80,e0:a4:05:dd:20:f0:50:9b,13.38.134.180,49136,84:91:a3:12:05:12:65:a1,74.51.195.94,64107,UDP,1,1
06/11/2018,05:23:80,82:35:eb:0f:90:e2:d3:eb,145.79.194.47,5623,1e:a6:d2:95:be:ab:8c:a2,93.180.192.172,29561,UDP,1,0
04/23/2018,01:20:80,00:f9:aa:88:82:c4:de:c1,201.41.153.214,28678,d7:57:de:40:a6:54:47:66,80.46.247.212,42188,UDP,0,0
12/02/2018,01:44:80,00:3f:82:48:55:35:be:b3,33.211.48.182,54237,41:b7:65:15:5e:69:54:ed,33.104.62.228,3006,TCP,0,0
03/15/2018,07:41:80,bb:8e:00:62:35:62:9e:63,83.92.196.168,41442,4a:f7:41:2d:2c:f9:e3:22,138.3.225.225,54418,UDP,0,0
02/27/2018,05:40:80,c9:6b:1e:fb:c3:89:31:41,119.242.156.232,26668,2b:a4:d4:a3:9c:51:6e:fb,108.146.245.245,20755,TCP,1,1
03/01/2018,19:20:80,6f:8c:34:57:50:13:27:91,14.186.223.14,1065,42:c3:6e:e2:41:79:33:9f,33.89.13.159,25425,TCP,0,1
04/06/2018,07:54:80,66:d1:9a:36:9f:79:12:84,123.71.166.233,60040,23:5b:9d:b5:23:7d:a6:e0,189.43.227.192,39298,UDP,0,0
02/21/2018,01:01:80,0e:29:fc:e3:6e:20:81:16,35.214.166.83,42683,e2:35:c8:a1:a8:9c:5a:fe,141.129.239.169,63806,TCP,1,0
10/17/2018,17:51:80,67:73:d4:55:03:ff:e8:a0,158.79.218.5,41914,87:03:29:ea:5f:a0:60:4d,99.121.84.192,37169,UDP,1,1
06/08/2018,22:11:80,e5:da:a9:cf:5c:8e:3c:1c,207.92.82.235,63756,ec:34:81:f6:c4:26:f8:f3,112.56.208.128,23484,TCP,1,0
09/03/2018,14:27:80,8e:05:74:4d:a0:96:e7:7e,169.38.156.140,50502,b9:2b:57:e6:da:41:5f:56,202.240.2.232,50692,UDP,0,1
09/07/2018,09:53:80,92:98:eb:d1:26:48:93:d8,238.55.107.94,36022,5f:c4:2e:a7:ec:ff:b1:70,40.54.174.126,51512,UDP,0,0
10/12/2018,12:42:80,32:8b:f4:16:3a:38:40:6e,146.160.63.217,58149,17:27:9f:97:7e:38:0f:da,158.181.160.89,59259,TCP,0,1
04/19/2018,08:38:80,06:6d:be:fb:85:6c:84:d2,12.229.13.38,8121,81:52:a6:b3:a5:bd:03:05,86.57.253.43,16375,UDP,0,1
06/30/2018,14:57:80,91:9a:20:3e:2c:cf:43:47,161.91.10.250,23322,51:aa:a6:de:49:4c:3e:e8,149.240.193.244,12844,UDP,0,1
12/01/2018,00:25:80,25:7b:3f:52:60:74:ab:4d,218.204.170.34,50163,69:10:7c:91:31:36:40:5a,163.21.115.98,9587,TCP,0,0
04/02/2018,00:18:80,74:0d:3f:5a:ae:46:d9:03,167.22.43.98,15758,cb:46:83:76:eb:05:02:42,185.131.192.25,5638,UDP,1,0
05/24/2018,09:24:80,16:c0:6e:bd:06:68:51:fc,194.221.3.239,12925,94:75:52:40:bc:d5:f4:2f,78.94.3.211,32281,TCP,0,1
03/21/2018,21:09:80,77:13:de:78:c6:f3:fb:ea,125.2.178.19,9292,ff:22:78:06:d9:64:75:2d,232.218.140.47,35839,UDP,0,1
05/23/2018,14:28:80,80:36:15:c4:b6:1a:07:f8,252.94.83.149,28163,7e:bb:da:f5:db:1c:16:c2,194.38.224.151,62755,UDP,1,1
03/13/2018,19:35:80,c0:df:25:11:35:3a:ee:fe,37.205.198.88,58994,e6:56:03:00:7e:f6:46:58,61.164.153.53,23615,TCP,0,0
04/28/2018,09:57:80,92:d0:25:e0:21:d7:e4:ae,247.152.80.163,59898,cb:ce:cb:1c:da:f9:3b:17,87.144.20.251,37102,TCP,1,1
07/14/2018,21:27:80,54:de:85:af:f4:2f:87:98,254.202.129.33,12301,db:48:30:1d:d5:21:13:c3,214.149.203.149,37180,TCP,1,0
02/05/2018,22:29:80,03:ae:ad:34:16:1d:35:26,50.160.237.180,49585,fd:10:ac:21:80:2a:ef:89,56.186.241.69,51900,UDP,1,0
03/07/2018,15:27:80,73:7c:ff:60:2a:f1:97:05,146.138.36.138,65448,7a:0b:6a:58:98:02:3b:61,151.218.133.104,12067,TCP,0,1
05/23/2018,15:32:80,83:a1:4e:e8:e5:ea:b6:66,175.66.33.160,47051,b1:31:ff:db:ba:d8:05:05,68.135.176.16,56140,UDP,0,1
10/10/2018,21:37:80,42:78:b1:fc:f2:de:81:06,84.32.226.215,17824,66:71:a3:0a:e3:3e:2f:44,153.218.74.57,16428,UDP,1,0
02/16/2018,19:08:80,04:f3:43:3e:51:c4:5f:c0,237.53.25.218,52231,f6:e3:cc:43:8d:27:eb:7b,6.181.12.192,44256,TCP,1,0
06/17/2018,11:14:80,31:af:eb:0c:62:b9:c6:0a,119.171.123.219,14363,2d:b3:e8:9e:68:de:2f:ed,59.227.5.64,56935,UDP,1,1
07/19/2018,21:52:80,bc:02:fc:1a:ef:bb:f2:57,105.122.169.238,23799,4f:9f:b7:04:4a:26:c2:cb,145.76.248.230,19981,TCP,1,1
10/12/2018,11:44:80,42:eb:41:36:63:77:8b:1c,164.14.112.247,40531,a0:f4:42:97:a6:f9:82:4e,172.161.237.116,23856,TCP,1,0
03/14/2018,14:42:80,ed:40:d7:fe:08:9c:23:c2,59.235.94.129,61543,b0:67:30:e1:c5:39:db:b9,180.243.202.12,9135,TCP,1,0
07/18/2018,18:17:80,e1:92:31:59:e8:aa:ff:3c,60.39.81.88,57250,e5:46:32:be:e6:a6:83:2c,43.124.116.31,8206,TCP,1,1
09/06/2018,20:07:80,9c:b5:3f:fa:f5:10:56:cf,128.11.60.216,4935,de:98:ac:2a:61:de:ad:92,174.165.72.148,30010,UDP,1,0
10/28/2018,13:20:80,09:5f:a5:8b:e6:06:a4:95,226.216.214.212,8165,08:5e:2d:39:85:c1:df:86,9.156.147.165,26885,UDP,1,1
07/30/2018,15:16:80,3d:da:2a:35:de:37:0b:a0,9.69.152.186,28678,8c:13:08:01:82:38:ac:6f,235.121.73.192,64937,TCP,1,0
08/12/2018,16:42:80,52:e5:72:29:a4:42:73:6c,223.18.246.46,47900,78:85:91:5b:32:e9:5c:58,42.198.179.198,63767,TCP,0,1
03/05/2018,03:19:80,65:b0:f0:1d:f3:89:b4:52,120.145.78.64,54824,5f:96:44:5b:e3:fe:0f:cf,225.215.135.193,381,TCP,1,0
12/18/2018,14:05:80,7e:02:cd:68:47:28:47:aa,98.181.129.21,36115,5f:89:1e:48:38:c5:ae:46,38.117.182.136,56293,UDP,0,0
11/19/2018,21:07:80,da:53:d7:81:c0:c3:06:1e,63.99.39.174,22588,9b:30:66:86:c3:3d:4b:be,233.12.183.127,24888,TCP,0,1
10/30/2018,16:46:80,83:2c:5d:4a:b7:f4:fa:d5,9.247.91.177,38987,73:67:40:f3:6f:cf:c9:72,197.107.240.155,55739,UDP,1,0
04/30/2018,16:49:80,25:2c:d7:41:18:b2:17:fc,193.32.108.251,62524,53:7d:8a:29:86:5b:b1:10,51.223.15.133,26110,TCP,1,0
09/10/2018,02:18:80,cc:09:50:27:cd:4c:d5:4d,120.229.117.90,35403,e7:6e:96:ca:e5:96:be:e5,59.243.196.23,38845,UDP,0,0
04/08/2018,20:10:80,77:db:1a:dc:d6:cf:cc:ce,217.68.59.27,60154,82:12:c7:4c:ae:24:33:2b,135.15.83.155,30543,TCP,0,0
05/28/2018,07:24:80,a5:85:5f:d4:ab:6d:fd:d1,201.170.117.205,19549,bc:c2:ae:e2:17:fd:fe:74,115.116.18.147,15169,TCP,0,1
09/06/2018,12:20:80,02:10:1e:d0:b6:cb:94:09,65.96.174.233,4001,3e:d5:39:1a:bd:36:48:31,67.249.97.13,46502,TCP,1,1
04/03/2018,22:31:80,18:23:b3:5c:76:fe:d0:a8,30.110.55.15,15270,49:c6:5c:e1:26:65:a5:27,43.169.64.229,5418,UDP,0,1
09/07/2018,17:35:80,9b:5c:0a:3f:0f:dc:3b:eb,209.56.137.27,5235,bb:35:65:1d:7c:10:a0:a8,244.11.232.235,45434,TCP,0,1
02/14/2018,22:27:80,38:09:04:e2:d4:3a:0d:a6,229.240.150.134,43005,75:c3:78:1e:58:03:ae:96,132.98.244.49,26825,TCP,0,0
10/10/2018,08:52:80,f5:fd:6e:e7:66:ec:71:2e,17.208.21.165,55833,08:65:f0:55:65:4b:f2:1b,86.24.140.235,1818,TCP,1,0
04/07/2018,06:31:80,76:71:e4:64:e4:4f:2f:51,201.204.184.214,5054,15:0f:b8:b5:a7:71:60:3c,231.92.70.12,9197,TCP,1,0
10/17/2018,07:08:80,b9:95:d9:2d:f4:16:6f:34,71.132.88.240,51673,08:90:c0:77:54:bf:d2:f4,208.213.138.151,8045,UDP,1,1
04/28/2018,12:33:80,a5:51:16:a9:70:ae:91:b7,23.172.157.32,47113,ce:74:a6:df:17:2b:bc:ca,41.157.111.126,42809,UDP,0,0
02/10/2018,09:58:80,2d:2b:94:56:1d:13:2c:22,117.128.96.92,20884,68:ff:85:6f:8d:a6:05:a9,200.202.157.233,44920,TCP,0,0
09/09/2018,14:12:80,5d:11:95:b5:78:6e:79:e7,254.215.249.9,15315,29:88:3b:91:88:3f:71:d0,202.37.59.61,64398,UDP,0,1
07/26/2018,12:35:80,f3:21:6b:46:4d:05:02:8f,72.199.90.99,59415,9f:a7:6d:0c:44:3a:21:72,99.49.102.166,45656,TCP,1,1
09/12/2018,07:11:80,16:ab:74:df:67:01:1b:60,74.190.148.98,7576,9c:b9:6c:d8:67:4b:c7:db,99.14.41.162,51873,UDP,0,1
10/10/2018,22:04:80,4f:93:f4:ad:45:5c:e9:ec,215.41.232.97,8054,a6:10:73:22:22:bc:80:e5,207.78.139.127,65506,UDP,0,0
11/07/2018,00:54:80,a0:18:e7:2c:88:b1:83:9a,105.53.63.97,35764,bb:00:3a:f1:fb:fe:cb:7f,9.153.36.238,48690,UDP,0,1
09/18/2018,06:08:80,aa:20:74:8a:fa:e5:04:34,65.95.246.36,39282,fc:12:9e:19:68:1b:c8:cd,164.161.151.127,60420,TCP,0,0
06/06/2018,19:55:80,66:59:ae:ec:48:e5:4e:6e,32.12.170.158,25976,ab:c1:01:66:ca:c6:46:d7,212.11.5.89,19867,TCP,0,1
04/30/2018,02:47:80,23:85:e4:3d:62:f8:0e:24,1.85.8.87,57223,42:bc:b8:96:49:45:4f:6a,156.172.57.2,60668,TCP,0,1
08/28/2018,03:33:80,42:c5:40:89:04:95:39:73,127.39.57.10,5542,3e:8d:57:ad:ee:23:52:0e,146.5.60.14,52058,TCP,1,1
12/29/2018,02:24:80,cf:62:c4:82:e5:10:10:85,3.176.247.94,19708,43:1b:4e:7e:b8:61:1a:40,76.191.122.22,23913,TCP,1,0
12/11/2018,21:29:80,1f:3c:fa:8d:57:6e:b5:55,225.171.58.202,2375,53:d4:41:eb:c3:dc:f8:50,52.37.108.160,45518,UDP,0,0
08/06/2018,08:20:81,a3:ad:89:8e:2d:60:0b:03,247.133.226.89,57565,d1:af:3a:7a:1f:20:33:4f,82.45.162.135,20090,TCP,0,0
09/12/2018,21:15:81,c2:ff:7b:50:33:8d:64:76,179.112.25.8,12667,4c:96:8a:cb:10:aa:ea:08,168.55.192.196,27338,UDP,1,1
07/08/2018,03:17:81,b3:77:11:b2:65:fa:62:11,233.226.246.179,2594,f4:19:82:e6:b2:78:d7:ad,168.62.21.161,2412,UDP,1,1
12/26/2018,20:25:81,8e:93:05:a7:48:7d:b7:72,180.31.125.13,57873,c7:6e:7d:fd:81:48:ff:68,147.199.178.234,47102,TCP,1,1
10/04/2018,08:14:81,07:f4:22:2c:e8:88:ca:a3,246.171.100.169,44255,e9:19:7d:77:2d:5c:f6:3e,15.60.119.175,55176,UDP,0,1
11/27/2018,08:43:81,12:7f:7e:14:0a:5e:1b:10,99.115.76.212,48972,d6:b7:5a:8d:be:4a:4d:59,5.103.176.236,1491,TCP,1,1
02/04/2018,16:19:81,25:70:77:9a:d0:5c:ae:5b,158.235.3.140,30578,44:20:76:28:d1:85:8b:e1,166.101.72.234,40284,TCP,1,0
09/26/2018,01:44:81,d6:eb:b6:73:fe:28:ca:94,117.137.6.33,36904,27:d8:83:d4:d4:d4:2e:79,158.134.202.127,17070,UDP,0,1
10/30/2018,09:08:81,02:ba:7d:79:00:8d:46:b6,60.48.193.2,17698,30:d1:20:55:5e:eb:c6:18,14.1.51.12,58752,TCP,1,1
11/18/2018,13:19:81,61:71:c2:0b:56:83:b4:9b,122.48.10.131,34714,ed:66:e9:28:bd:6f:05:9d,190.210.120.200,10287,TCP,0,1
09/01/2018,00:23:81,a5:24:fb:c3:73:74:d7:92,68.171.170.193,63551,a3:b9:bb:1d:47:8c:d9:25,144.103.44.120,12218,TCP,0,0
11/11/2018,03:31:81,9c:3e:82:39:89:85:0a:26,124.180.76.39,10739,e2:a9:e8:38:89:c4:e2:e9,109.8.129.83,6483,TCP,0,1
11/29/2018,18:48:81,0a:ae:53:98:46:83:57:06,57.115.240.114,6438,4e:94:b7:eb:f4:e0:e3:60,65.146.104.241,23515,TCP,1,1
04/18/2018,22:04:81,6b:7e:70:d8:b6:1e:b0:7a,42.119.62.243,60526,9e:20:be:ac:48:19:5c:13,88.113.4.149,34612,UDP,0,0
11/10/2018,22:57:81,e1:d6:55:6a:3c:11:20:15,81.200.120.155,5768,db:ff:3d:5a:77:3a:a8:c2,88.189.107.184,63731,TCP,1,0
10/08/2018,13:47:81,94:b9:2e:9b:4c:b0:d7:7f,196.207.137.19,225,fc:4a:28:a8:19:41:27:5c,46.215.91.13,10117,TCP,0,1
03/19/2018,10:47:81,16:22:b7:9f:03:88:37:0d,32.177.140.61,9309,98:3c:ad:d8:aa:35:11:a6,30.47.24.159,60996,UDP,1,0
10/28/2018,19:40:81,0e:16:55:9b:53:10:a4:83,203.10.206.62,60146,89:1c:4c:f5:e0:cb:34:bb,181.97.176.110,38932,UDP,0,0
06/04/2018,08:03:81,0c:50:e7:32:0e:09:aa:bf,6.122.13.150,39626,7d:df:da:d2:0b:f1:1d:16,175.183.218.153,58866,UDP,1,0
12/19/2018,22:08:81,02:a0:4e:a4:80:20:8e:a2,243.250.57.111,51123,f1:47:4f:96:42:0f:a1:f6,193.158.215.31,38601,UDP,1,1
06/30/2018,18:29:81,58:43:7a:71:c5:9e:03:c9,199.230.4.34,28689,09:df:6b:1c:e2:a5:28:ad,167.21.178.40,17249,UDP,1,1
12/03/2018,07:04:81,2c:42:d7:8a:aa:b1:70:e3,22.200.239.150,4294,9c:c5:f5:fe:3a:d4:49:d8,25.101.134.67,48967,TCP,1,0
11/28/2018,10:14:81,90:53:33:c7:ec:ff:37:a9,84.121.245.62,56994,36:36:af:b7:aa:c4:e8:ce,147.26.27.118,28350,UDP,1,1
09/13/2018,09:05:81,18:36:49:35:31:78:a7:fd,115.16.125.87,40675,f1:9d:64:13:3c:f7:75:e0,226.22.29.224,44450,UDP,0,1
10/11/2018,10:53:81,57:40:6b:7d:62:66:98:79,56.189.119.251,13247,63:61:b9:22:43:b8:ee:a9,38.84.199.245,14885,TCP,0,0
09/25/2018,03:36:81,e9:ee:05:be:af:da:35:99,51.127.44.102,63459,6d:60:95:2b:a4:30:bf:56,210.48.43.50,52916,UDP,1,0
08/16/2018,13:01:81,05:ee:79:52:6f:c5:10:16,99.207.81.128,4801,78:35:ae:46:19:ad:fd:76,126.26.147.68,24251,TCP,0,1
09/14/2018,14:50:81,74:cf:df:0f:d5:5f:8c:26,32.206.7.33,63927,8f:5e:74:0a:bd:07:27:c1,230.106.131.208,14517,TCP,1,1
05/18/2018,00:55:81,7b:82:b4:7d:ad:33:0c:92,62.41.129.221,48082,f0:a9:03:26:51:f7:51:f5,19.82.31.84,27523,UDP,1,1
11/10/2018,05:41:81,d5:de:86:da:c7:5c:9e:58,64.55.35.248,63040,78:2b:4e:fa:f4:ea:d8:9a,164.14.155.203,52704,TCP,0,1
05/02/2018,00:52:81,bb:1c:ae:30:6d:dd:9c:18,181.11.51.129,37892,7d:2b:0b:73:20:cb:59:db,1.178.232.99,5706,UDP,1,0
06/03/2018,22:16:81,2c:e8:6b:9c:97:d7:80:f3,25.130.131.170,31141,21:5a:af:0e:3f:28:cb:c9,40.137.121.230,9713,TCP,1,1
08/24/2018,11:43:81,b4:c2:e4:36:32:c0:56:ff,104.221.199.101,61278,c3:9f:75:bc:5a:61:09:78,111.91.37.106,53678,UDP,0,1
08/05/2018,04:01:81,ba:f2:49:e6:0b:68:7e:c9,139.205.90.131,5322,85:84:e7:6c:5c:6d:ce:1d,119.221.221.154,5265,UDP,1,1
12/11/2018,22:30:81,c1:b6:70:c2:47:12:05:fc,224.118.230.188,62319,3e:1a:33:12:aa:77:d6:67,186.218.198.129,3119,TCP,1,1
09/19/2018,22:21:81,43:d2:58:ec:67:52:d6:24,115.19.192.248,5775,61:76:3b:a9:4a:9a:a9:17,87.51.110.91,23999,UDP,0,1
09/10/2018,17:25:81,18:06:0b:fd:ab:83:47:3c,153.185.205.38,12180,17:be:f3:ba:7d:d5:63:74,245.133.76.220,34618,TCP,1,0
04/26/2018,17:06:81,d8:56:ab:ee:67:ab:12:78,53.22.179.103,25081,b2:99:40:c5:f3:79:49:04,143.149.200.66,29550,TCP,0,1
05/17/2018,01:14:81,40:e6:98:6d:a3:a0:e9:cf,122.226.170.254,55809,85:06:53:04:ab:cf:70:4e,237.51.37.141,35681,TCP,0,0
07/26/2018,22:03:81,8c:e9:75:18:75:d2:99:24,117.191.109.235,36997,dc:a1:24:82:4f:c5:d2:fb,95.172.177.41,8025,UDP,1,0
11/14/2018,00:50:81,22:97:24:ea:c0:62:eb:dc,123.92.205.87,26818,8a:68:6a:52:d4:af:bd:bf,2.78.167.52,42066,UDP,0,1
08/16/2018,10:37:81,07:60:57:53:ea:5d:51:72,242.28.85.215,29404,a4:ab:53:13:fd:e5:81:9e,34.4.89.114,34359,TCP,1,1
10/04/2018,14:44:81,22:08:cb:15:44:a7:aa:d4,181.45.82.139,41159,f2:2f:51:27:2a:b8:71:3d,140.19.44.201,47470,TCP,0,0
08/17/2018,05:30:81,9a:99:65:72:2f:58:f4:46,128.31.214.205,54794,5f:54:70:f5:65:6f:21:94,234.231.69.158,54887,UDP,1,1
05/30/2018,16:17:81,7a:16:d9:0b:8e:2c:ab:78,93.73.5.25,13960,ec:40:a3:fa:6d:28:c7:b9,239.149.87.106,3369,TCP,1,0
09/17/2018,11:54:81,8b:ff:db:ff:2c:f9:3e:cf,193.215.212.37,54024,da:b4:1a:38:45:f2:6f:9c,125.56.147.101,16544,TCP,1,1
04/01/2018,14:07:81,b7:0d:9c:5a:bd:73:e6:a2,146.124.251.14,63395,0d:63:b1:de:06:3c:87:22,204.140.103.41,7655,UDP,1,0
11/13/2018,00:08:81,21:80:d6:ed:65:cb:b2:7a,210.191.46.226,28749,7d:34:d6:1e:fc:64:36:1c,64.64.251.48,22547,TCP,1,1
10/21/2018,20:36:81,49:cd:ed:72:1a:56:95:ef,128.178.35.82,19367,88:54:9d:49:2a:d8:3b:bb,89.109.107.224,59718,UDP,1,0
04/16/2018,07:54:81,9f:ea:24:88:14:86:12:0f,240.148.171.143,32024,d2:95:d5:a9:68:92:c5:22,36.20.11.250,2307,TCP,1,0
04/04/2018,12:01:81,dc:6e:e3:28:1d:ba:4a:d5,110.19.182.199,60726,30:2a:87:3b:70:e4:06:37,82.54.198.78,5613,UDP,0,0
07/11/2018,10:44:82,19:61:2f:15:38:30:34:23,214.233.180.156,9635,af:74:df:0b:5a:fe:40:97,57.96.225.226,35006,UDP,1,0
02/19/2018,12:50:82,e3:37:66:33:9e:79:5a:23,191.206.82.206,36973,67:18:1a:ab:0d:73:f8:a3,205.71.28.159,226,TCP,0,1
07/21/2018,09:01:82,32:16:4d:28:95:58:e7:57,34.24.89.154,45096,e9:95:34:8d:ba:2f:8e:eb,91.166.222.89,46952,TCP,0,0
06/21/2018,13:22:82,65:97:35:76:26:f2:07:57,43.115.175.233,22603,47:3a:bc:bb:86:31:af:37,141.160.53.249,26612,UDP,1,1
03/18/2018,12:39:82,c0:15:1a:61:ab:e8:52:5d,200.30.5.232,58584,4f:ec:e6:67:99:a8:5d:2e,205.30.211.167,48080,UDP,1,1
05/05/2018,11:52:82,d1:36:b1:8b:8c:98:1b:a8,74.223.10.83,2951,f1:c7:21:cb:11:e5:14:aa,71.64.65.171,8706,UDP,0,0
10/11/2018,16:50:82,9f:f0:e3:6f:24:3a:d6:2d,175.140.183.51,11368,9b:41:27:e7:68:33:82:da,13.216.187.211,35737,UDP,1,0
05/22/2018,13:03:82,d3:6c:47:27:bf:c3:68:32,10.198.191.171,41182,37:5c:dd:fe:e9:95:2e:3b,176.220.84.71,48549,TCP,1,1
05/23/2018,18:12:82,f0:43:99:e9:72:3c:00:8f,107.231.112.136,24813,d0:c1:e9:71:ef:5c:0e:56,66.254.165.45,19937,UDP,0,0
12/16/2018,00:22:82,a4:17:1f:87:6f:01:5e:af,1.43.230.199,517,ba:02:d7:0d:ae:02:5d:23,34.244.154.3,31828,UDP,1,0
10/05/2018,01:47:82,21:65:a4:92:20:32:71:97,10.31.133.244,3381,b2:c0:20:1a:4e:dd:4c:21,242.18.44.98,4448,UDP,0,1
03/12/2018,16:38:82,7c:de:72:50:12:3a:da:3e,189.142.88.141,11929,47:3f:84:d0:1c:52:2f:36,91.135.218.93,43770,TCP,1,1
07/27/2018,00:30:82,67:ee:a4:70:e3:2a:5c:a6,76.216.124.194,4914,5f:36:2c:12:6c:33:60:57,239.213.153.18,14254,UDP,1,1
07/07/2018,04:30:82,37:5a:c1:4b:fb:e7:2f:be,207.115.149.44,7816,50:cf:ad:1d:fd:e9:fd:4b,122.236.63.126,61981,UDP,0,0
05/02/2018,08:34:82,9a:bf:93:d4:03:48:55:5c,8.112.73.218,27323,84:f4:89:4c:cf:54:b0:78,192.126.65.192,38331,UDP,1,1
08/02/2018,22:54:82,33:6c:7d:cc:31:b4:c9:b1,241.65.105.169,25892,b4:6e:59:36:d4:7d:27:e3,250.215.60.144,19770,TCP,1,1
08/05/2018,15:37:82,05:99:ff:5f:5a:49:99:ce,133.18.18.116,14842,ef:c2:8d:58:a5:24:01:78,167.248.92.153,45380,TCP,0,0
12/20/2018,13:54:82,54:8b:d1:48:26:33:d2:95,95.30.29.55,59740,e5:dd:e5:cb:eb:7f:03:4e,254.201.52.240,23300,TCP,0,0
09/09/2018,06:29:82,f4:1a:7d:af:c9:04:01:e5,85.73.30.33,41691,a2:e7:5b:f2:f3:44:8e:7e,176.236.1.210,34210,UDP,1,0
12/19/2018,17:03:82,45:c9:9f:cd:1c:37:67:e4,90.4.169.110,17306,c6:1a:e6:27:51:73:a8:8b,68.43.153.47,46374,UDP,1,1
11/07/2018,11:35:82,2d:e6:97:75:8b:93:5f:ca,193.125.86.96,32890,4e:53:16:ee:12:4a:90:96,252.47.166.4,40399,UDP,0,0
04/20/2018,10:04:82,38:99:36:29:0a:54:6c:f0,19.90.180.233,61754,bc:22:e6:36:f7:b7:cf:40,16.96.87.123,61747,UDP,0,0
03/01/2018,12:32:82,e9:20:e7:46:38:82:82:67,63.94.155.208,11447,85:fc:a5:46:06:94:4f:74,197.141.111.31,63192,UDP,1,0
07/26/2018,03:31:82,54:74:78:bf:82:03:39:81,41.150.197.223,26714,7a:3d:03:bc:87:ff:fa:14,27.214.135.152,11965,UDP,1,1
05/02/2018,01:30:82,cf:2a:13:69:c7:91:b5:dd,167.99.249.250,53919,17:21:44:04:55:65:71:76,13.193.88.171,2743,UDP,1,1
05/13/2018,14:05:82,65:42:a6:95:b5:0e:25:ad,42.215.236.189,46539,5d:e7:4a:85:6f:ce:40:d8,160.171.216.7,55719,TCP,0,1
04/15/2018,03:37:82,b2:33:34:66:77:9a:f7:2f,89.128.61.239,18392,51:54:8b:35:90:18:bf:5a,187.30.138.175,56193,TCP,1,0
03/09/2018,15:45:82,f1:0f:51:51:b9:23:99:0e,94.150.33.61,27580,97:62:3a:ca:6c:d1:78:5c,147.222.207.192,44639,TCP,1,1
10/24/2018,00:36:82,4e:88:17:84:94:8b:70:08,210.220.174.173,6279,df:8d:b6:d8:d9:6b:62:fd,102.228.254.76,41533,TCP,0,0
06/03/2018,11:12:82,c2:9b:1a:66:6f:34:c3:26,38.227.110.118,4614,3d:4d:6a:3f:3d:fc:17:88,76.87.185.199,26915,TCP,1,0
03/06/2018,07:16:82,e4:63:ab:22:e4:e0:05:86,253.191.174.87,13120,ca:64:98:ff:dd:77:00:82,6.147.242.252,42072,TCP,0,1
05/16/2018,15:48:82,ac:18:31:a6:ec:44:80:42,214.31.158.222,23086,58:8f:28:f1:4e:34:d0:3f,181.110.23.66,38059,UDP,1,0
04/26/2018,10:44:82,14:10:a1:3e:4f:2b:f9:b8,191.14.242.228,16598,4b:e2:18:56:55:47:9d:61,186.123.169.131,41853,TCP,0,1
07/28/2018,11:11:82,7c:f5:55:72:65:99:3e:24,251.210.164.240,32445,31:52:e8:66:26:7d:f0:5b,189.24.241.27,8014,TCP,1,0
07/04/2018,22:37:82,e0:05:47:e7:e3:4f:7b:c0,254.197.80.86,45655,b9:4d:2a:4a:02:ca:3e:72,112.144.117.206,53484,TCP,1,1
06/29/2018,15:37:82,5f:3f:0a:a9:75:eb:f0:88,188.113.65.236,15407,9b:90:60:72:27:0d:75:ef,14.12.115.203,13025,UDP,0,1
03/02/2018,10:43:82,cd:a3:41:41:75:87:12:7e,171.24.174.254,5391,3c:1f:eb:64:95:d9:32:40,94.90.182.193,60657,UDP,0,0
03/13/2018,07:58:82,00:09:a1:d0:01:68:8f:13,231.172.177.194,57961,fc:c4:ec:07:61:9d:60:54,242.194.105.238,3227,UDP,1,0
07/01/2018,03:09:82,90:77:2d:51:0d:16:c1:c2,47.71.8.156,59612,9c:74:1e:41:8d:ae:a2:87,15.70.6.86,16330,UDP,1,0
09/26/2018,07:13:82,17:09:e5:e2:9d:96:09:16,115.170.117.152,29520,ba:86:df:c2:c9:1c:17:af,70.157.128.89,61831,UDP,1,1
08/23/2018,00:30:82,41:b0:f5:c5:90:5a:c6:d5,148.207.232.114,33102,ae:a1:b7:19:fc:77:d4:b6,247.111.22.69,32292,TCP,0,0
06/13/2018,06:25:82,1e:50:00:41:63:75:3c:92,181.191.14.192,25849,ec:c6:a6:f9:f6:b3:1e:08,52.219.191.26,19232,UDP,0,0
09/26/2018,07:14:82,18:5c:7f:87:62:73:99:d0,128.182.172.110,64696,20:af:91:ba:95:88:e9:d7,241.244.168.91,59719,UDP,1,1
12/23/2018,11:03:82,f8:b0:5d:da:9c:8c:35:a3,216.251.171.252,63033,22:e0:c8:fb:4e:f3:94:74,127.27.251.26,19767,UDP,1,1
06/14/2018,04:44:82,5f:ae:f2:21:d7:6e:b6:86,177.193.119.44,36357,6c:e0:fd:be:79:19:79:2c,156.55.94.204,59174,UDP,1,1
09/22/2018,02:56:82,a9:9a:3d:c9:d8:cc:ec:46,166.81.50.48,50660,5c:44:64:a4:0e:04:b5:e0,88.78.20.45,21621,UDP,0,1
06/20/2018,13:05:82,3c:0d:63:03:6c:16:5d:d3,130.36.100.81,40488,e1:37:0e:39:0c:44:db:22,66.175.142.37,60797,UDP,0,0
